,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,value_eur,log_value_eur,overall
movement_reactions,0.4383204218809189,0.060278344217670275,0.1436114150769325,0.08488541266360577,0.45450233605895013,0.655309669430934,0.5985838848104258,0.338354785872884,0.49206240720623806,0.44185683605273546,0.3699434136065838,0.4679413505544143,0.7191014517444002,0.4234441978853645,0.5021758301008674,0.47375661843809136,0.4191751360852656,0.5863097138942549,0.6836609917535182,0.07668666349656535,0.08592847098584455,0.20189991040031524,1.0,0.10280565827011932,0.5174649412212494,0.25907514340498444,0.46663253129343996,0.32107178282115745,0.464167370801004,0.47203333500761874,0.3364952065947841,0.457830436963954,0.5391604885215915,0.37898047298614,0.7674177162739286,0.33093152988024904,0.27838401768953286,0.23968188471190405,0.030469193481882668,0.05919669434441639,0.05936242265632259,0.04036447478702163,0.04923172557972831,0.5126088543775085,0.7750569848129547,0.874217017263443
movement_balance,-0.04975903098651548,-0.7539435022876356,-0.6208550397981778,0.5273893325186786,0.34527973532477385,0.4123853675263451,0.5551127538372078,-0.17402804654792275,-0.35691312470951164,0.4724707145184926,0.3401126665737487,-0.427287132596009,0.24455903806157078,0.3151893079003118,0.49688739294247214,0.4478548292282354,0.3679577144215122,0.22494282035912416,0.36860266179369827,0.58952799518025,0.44459706054455034,0.7379332896295507,0.10280565827011932,1.0,0.22039624962030077,-0.08110684451188217,0.1821951180585555,-0.5528643443844906,0.356409123302345,-0.16016041192363434,-0.1323795399889649,0.4166593109182166,0.42350532167927357,0.2407897926354689,0.17320971449548614,-0.1516903176339444,-0.142459257435847,-0.13853209672889513,-0.010590759354520808,-0.006926293897812096,0.0018567483455185702,0.0035258743912468557,0.0034837259572091626,0.12078692151149267,0.1643012850338435,0.11696525988751418
power_shot_power,0.3110095757026207,-0.0681277274238752,0.02392641777587585,0.20521269395523584,0.867737619393087,0.6599306107695179,0.6803738262224769,-0.1715161615929915,0.1883608028138868,0.47412547770318864,0.7505000670390667,0.2017582247972206,0.571200130318981,0.7622521101068364,0.6529359998278197,0.6710194992208289,0.6635080632941996,0.4591653508698925,0.6903061879635661,0.20710330004290656,0.19179445929157604,0.35330791110668075,0.5174649412212494,0.22039624962030077,1.0,0.024084445433140433,0.25195579092415,0.11367328145997638,0.8355919495005677,0.1433240393176589,-0.16267534963270114,0.6877857835308341,0.6758059811431857,0.6855746150881563,0.6096365666851554,-0.16487645992085564,-0.20229932022929736,-0.23645072042646817,0.02887953392832951,0.0382140009728302,0.04499385770625214,0.02931294793920562,0.029804582879691222,0.3013218450753036,0.4951084080843749,0.5593742824565249
power_jumping,0.25341406286173135,0.1800890978376568,0.23100436943406055,-0.021562521017734565,-0.06830553533269683,-0.03631497787836668,-0.051993809032827736,0.2738874188822046,0.5286683765920488,-0.08660725684939342,-0.0983511253418984,0.49791598818610033,0.06651682399280727,-0.04935948061923837,-0.10912337210218714,-0.08812867372463434,-0.1063547734088302,0.02962175046425206,0.0029170055093981997,-0.0543494629025122,0.0056412248564792775,-0.0656786976835753,0.25907514340498444,-0.08110684451188217,0.024084445433140433,1.0,0.27791784307985334,0.4273900153785935,-0.06063062003442388,0.3880914380385499,0.2503350067277658,-0.0748089114508046,-0.0982836209865755,-0.04270013073330215,0.1721489495937561,0.2522135065549673,0.220639240108511,0.22084334835711325,0.018637669614791477,0.038310609595323196,0.023939269603252825,0.03357562832677695,0.03609493500047616,0.09858915359817003,0.16708983116072404,0.2591363511486683
power_stamina,0.27126031256036376,-0.04307488290309756,0.01722868179025502,0.24461455566800863,0.208786864854321,0.41231769345456476,0.35368222209397604,0.3624755291945164,0.5923717496628745,0.34712066052859875,0.15048165013847017,0.19061313784688477,0.40617784711088767,0.1493158030012003,0.2893981826561655,0.2809967775732265,0.22975626039706823,0.38612442450654716,0.35862376120270073,0.23329149666755247,0.2384312216226289,0.2682810371462526,0.46663253129343996,0.1821951180585555,0.25195579092415,0.27791784307985334,1.0,0.2650269581776755,0.2568943824658712,0.4036878604560102,0.3687391249109171,0.27678657736273093,0.32701474768547834,0.10349916214735017,0.38785701088750196,0.3600186952367491,0.33452307544861426,0.31293774581513994,0.022263871318345972,0.040808087674179,0.04073833510122662,0.031462762711021997,0.03042647274653259,0.24783957682886562,0.4251242021400161,0.49612277909577623
power_strength,0.3685464202370787,0.6553698551024539,0.7173675206630964,-0.3010471145260215,-0.06012316061485364,-0.05727606206974088,-0.17158091383043045,0.34575166092492954,0.8969123853990857,-0.18682624614457502,-0.10929117615198229,0.6718347196301705,0.1049181259554215,-0.05759354648316126,-0.19600586208985313,-0.15694658032996367,-0.12995279544729355,0.0647487962681021,-0.0032585513493907457,-0.36793111135620465,-0.22830546091203743,-0.4321822177009045,0.32107178282115745,-0.5528643443844906,0.11367328145997638,0.4273900153785935,0.2650269581776755,1.0,-0.0643232615421408,0.5106517214292216,0.30570266122433915,-0.12167192706173935,-0.12260484381943737,-0.02572608804586098,0.24835423898548212,0.3212861507684216,0.2809857381139562,0.25522410203726104,0.03989094563502891,0.045668903448346135,0.04002944208061301,0.03850330147741142,0.043152460860831056,0.11978826241281106,0.20906822035323383,0.3469563661334294
power_long_shots,0.2694880431895687,-0.23222584754556677,-0.131531878061475,0.27603934421703546,0.9341156497812936,0.7123493190788781,0.7562574845720377,-0.26200776592309716,0.03087944082353169,0.5574413748691386,0.8479822661247138,0.02795210617280625,0.553966831477797,0.8052434609376545,0.7406891469119338,0.7440547060159254,0.7754676593081589,0.454789678782129,0.7115120907283081,0.3002427065698148,0.2398906135432985,0.4922383744263214,0.464167370801004,0.356409123302345,0.8355919495005677,-0.06063062003442388,0.2568943824658712,-0.0643232615421408,1.0,0.008801756572188114,-0.23024243956152277,0.7973572912901888,0.765067608782158,0.7312405412527455,0.5589441363199341,-0.25114530819851394,-0.2783141794695093,-0.3149254838546389,0.021185545548725888,0.034241625864422746,0.052689040675471394,0.03530306965562025,0.03163818053802676,0.2699682468342362,0.43122287380483904,0.48102910681739985
mentality_aggression,0.37832046658044055,0.23242481324021363,0.2879647112289399,-0.20507341145479044,-0.06488139093062976,0.25165884664157134,0.06388959693155057,0.6628827036515971,0.7537797785062877,0.10970589464523262,-0.16253180185578583,0.4825021696270668,0.36918269254783,-0.05999712622968066,-0.00518966819238912,0.06344280132945238,0.04822631510797772,0.3941345986986488,0.18162817606791268,-0.22620945305037282,-0.17539815023396943,-0.15472711469292655,0.47203333500761874,-0.16016041192363434,0.1433240393176589,0.3880914380385499,0.4036878604560102,0.5106517214292216,0.008801756572188114,1.0,0.6411756258950425,-0.04083553124725984,0.10245115224990496,-0.08831732012052461,0.39544436714855147,0.6311530207785443,0.6202382289048521,0.6022560053666943,0.03839800122572754,0.0506077493404409,0.03561842636877573,0.046805489638249244,0.04680197279976278,0.21265810198126844,0.34002726372502773,0.4733696329703626
mentality_interceptions,0.2510807798451942,0.1422165828378863,0.14364047234611763,-0.2653691840529471,-0.3758987492308082,0.20933679949084533,-0.08939316913751436,0.9700376795861599,0.500947582566626,0.12299367631504718,-0.4705193679947982,0.2619186577857779,0.32921418470960045,-0.3585649121337406,-0.16225404937575588,-0.05318088624299888,-0.04853566082401753,0.4566497343815577,0.024974996181655752,-0.26934666183439127,-0.24633678791528152,-0.20653488830450653,0.3364952065947841,-0.1323795399889649,-0.16267534963270114,0.2503350067277658,0.3687391249109171,0.30570266122433915,-0.23024243956152277,0.6411756258950425,1.0,-0.30124999824638243,-0.012250637700478842,-0.36356434380265534,0.22707618358031442,0.9257924429518088,0.9412010480876972,0.9284038611188054,0.027966626165674423,0.0443148646455059,0.016218782303323367,0.028760994348659242,0.02689449416855626,0.14739358301794392,0.22963422469242603,0.33211632785117995
mentality_positioning,0.20891771753186916,-0.2862838965533131,-0.19143429772734327,0.4102256864969128,0.8637264171927789,0.6773472529652869,0.8044047354287275,-0.3336783022534441,-0.015296405336177233,0.6131514067018327,0.8416043984340977,-0.012997456483596641,0.4975863659751093,0.7664522048956629,0.8064884490429799,0.7100277655006269,0.6291693847730379,0.3504254158841677,0.7164639870477798,0.42737217101712816,0.37146107264149525,0.5621251214721349,0.457830436963954,0.4166593109182166,0.6877857835308341,-0.0748089114508046,0.27678657736273093,-0.12167192706173935,0.7973572912901888,-0.04083553124725984,-0.30124999824638243,1.0,0.7633343396225443,0.6800173379062736,0.5209217252631339,-0.3228492670461861,-0.34488258294805496,-0.37459418577558096,0.008261705396477309,0.021704102254351397,0.04379268907626443,0.024835264461240104,0.027414004859729176,0.2850601177424238,0.4370642422941261,0.4570731617438978
mentality_vision,0.24699720030285957,-0.2863840606298888,-0.21053711777484405,0.2683831742885608,0.7531350312764035,0.8874612462131127,0.8222388742542215,-0.046647782280518656,0.037477675569069877,0.6638015206825955,0.6882006200537703,-0.04676035026163125,0.7210201442120401,0.6628874095608859,0.7894344498594428,0.7540658813581287,0.7088927747445062,0.6672496076655893,0.7837739557626523,0.2995377445584428,0.22677536849074154,0.5325006171859716,0.5391604885215915,0.42350532167927357,0.6758059811431857,-0.0982836209865755,0.32701474768547834,-0.12260484381943737,0.765067608782158,0.10245115224990496,-0.012250637700478842,0.7633343396225443,1.0,0.5827453907660041,0.6480003846433834,-0.03451009723995163,-0.05454025876221242,-0.09195716385616595,0.013900751448119,0.03520032645929386,0.03949151792059312,0.03136141499996054,0.021831074788878364,0.34846692921122546,0.5181826104993514,0.5522152396684824
mentality_penalties,0.2504603170451944,-0.1443866559311781,-0.05437353274303917,0.19236054442982065,0.8207319822451261,0.5118901818522246,0.5891134975211227,-0.3787047859628849,-0.014444633668797174,0.383464923863068,0.7919814909442181,0.1253144154224837,0.39372096897028924,0.7635858369011299,0.5821608405848723,0.590682563487711,0.649352135954999,0.2535420577638899,0.5640158081608433,0.20908516179558836,0.1677813264124133,0.3372276974498464,0.37898047298614,0.2407897926354689,0.6855746150881563,-0.04270013073330215,0.10349916214735017,-0.02572608804586098,0.7312405412527455,-0.08831732012052461,-0.36356434380265534,0.6800173379062736,0.5827453907660041,1.0,0.46872351907862797,-0.3667347522501472,-0.40335284084643375,-0.4354918232184759,0.018270933637680738,0.020024356366144927,0.05205567582938348,0.027628746139615367,0.021770883333607972,0.21901762952280604,0.34402730348479743,0.3915379526105939
mentality_composure,0.4422420556663112,0.004466948433061476,0.08840402915892426,0.10052467972132635,0.5567678715904731,0.7297838554314542,0.6794746480346308,0.23012768681216453,0.3952041068268979,0.4969363898202159,0.46912079556104425,0.36057360821157014,0.742044936570281,0.5253982006163644,0.5852499390040594,0.5908769816383888,0.5243426211356194,0.6355934599360531,0.7449527684456829,0.10032548395143062,0.09475256897226945,0.28440468296241084,0.7674177162739286,0.17320971449548614,0.6096365666851554,0.1721489495937561,0.38785701088750196,0.24835423898548212,0.5589441363199341,0.39544436714855147,0.22707618358031442,0.5209217252631339,0.6480003846433834,0.46872351907862797,1.0,0.2337892826140082,0.18146149541192055,0.13964874642474473,0.024264643932211432,0.06250720086936709,0.05494324325999176,0.04462177180150491,0.0386202955682537,0.45221427584734564,0.7032285333853883,0.8123880499791327
defending_marking_awareness,0.2579718400411489,0.16019824278959993,0.16539275665276873,-0.2696016599229404,-0.3885018748650675,0.1924213609334517,-0.10133447210830082,0.9715330894095318,0.5059724828943551,0.11074220520400736,-0.48166357893939954,0.28251759990497527,0.3198528915776858,-0.3691786621852065,-0.17466072896060258,-0.06619724863353155,-0.06820404489984523,0.4417529181880834,0.019246939537646175,-0.2772252883556215,-0.2473117380779786,-0.22359443437128387,0.33093152988024904,-0.1516903176339444,-0.16487645992085564,0.2522135065549673,0.3600186952367491,0.3212861507684216,-0.25114530819851394,0.6311530207785443,0.9257924429518088,-0.3228492670461861,-0.03451009723995163,-0.3667347522501472,0.2337892826140082,1.0,0.924414603075274,0.9172545182955426,0.02550709521851761,0.03902957709318615,0.01501859121148054,0.027859097240480368,0.028206782738268356,0.14966381947635843,0.23795918777460215,0.3436442779270405
defending_standing_tackle,0.1898414552009698,0.141920385272861,0.13600945577929813,-0.26287111489892684,-0.4204110890599812,0.17371664309178936,-0.123675469225467,0.9790242909830937,0.467298284265351,0.10115175335301613,-0.5092643125907025,0.2354841918303144,0.29889246310360174,-0.40242016804442077,-0.18874507633314108,-0.08624129400871594,-0.08519025508191834,0.43286819147154454,-0.01178156320869603,-0.2681528648356952,-0.2428088929913796,-0.229816992856036,0.27838401768953286,-0.142459257435847,-0.20229932022929736,0.220639240108511,0.33452307544861426,0.2809857381139562,-0.2783141794695093,0.6202382289048521,0.9412010480876972,-0.34488258294805496,-0.05454025876221242,-0.40335284084643375,0.18146149541192055,0.924414603075274,1.0,0.970696332239659,0.023198978384749543,0.03362076873965818,0.006182887283813292,0.024916010048241087,0.02057120580989501,0.13334560509452129,0.2123050270034205,0.2930347910318564
defending_sliding_tackle,0.16702132021809274,0.12743249520071517,0.1176532208992167,-0.25542812478567833,-0.4575330823558563,0.13998082598250008,-0.1509739286015669,0.9659661525641258,0.43922529215234296,0.08919977830364868,-0.5436673228968275,0.21852585637691313,0.261439357835121,-0.4367702011269159,-0.21150259875946004,-0.11412169249267658,-0.11504022098134653,0.4057913005293081,-0.047181227793390096,-0.2604520007667948,-0.23607406502774375,-0.23365604397250356,0.23968188471190405,-0.13853209672889513,-0.23645072042646817,0.22084334835711325,0.31293774581513994,0.25522410203726104,-0.3149254838546389,0.6022560053666943,0.9284038611188054,-0.37459418577558096,-0.09195716385616595,-0.4354918232184759,0.13964874642474473,0.9172545182955426,0.970696332239659,1.0,0.01919194236444025,0.031139798965914192,0.004244422406513481,0.02060314904504947,0.020743375271347883,0.10975845923787245,0.17987516530508452,0.2558647433833983
goalkeeping_diving,0.0817256440971775,0.011639644333952587,0.027830436599579657,-0.022502516569528258,0.019212956429668075,0.022957477902667937,0.01108021625349242,0.02624692806739158,0.0442021697554752,0.020149190707225935,0.013303695533615675,0.022937121769087847,0.016997623108757076,0.015566895509416341,0.007828878090167595,0.0252281160034267,0.031668848849725394,0.025066058247097543,0.015995456933417532,-0.02035293792651945,-0.022743774620550807,0.001282979224664655,0.030469193481882668,-0.010590759354520808,0.02887953392832951,0.018637669614791477,0.022263871318345972,0.03989094563502891,0.021185545548725888,0.03839800122572754,0.027966626165674423,0.008261705396477309,0.013900751448119,0.018270933637680738,0.024264643932211432,0.02550709521851761,0.023198978384749543,0.01919194236444025,1.0,0.05853403918776619,0.053574976021934596,0.04678772218135221,0.05392623424559601,-0.005935865555199311,-0.0020045594451236427,0.032180211563109865
goalkeeping_handling,0.10215618594035814,0.005057328947406636,0.02216883150061809,-0.01836808230555047,0.0287336150414013,0.04677500225828193,0.025519133279388134,0.04051784157093481,0.057717885627675866,0.03719513938478283,0.020190305108882967,0.04229146633650582,0.044139698488741504,0.02780963680394968,0.017118096709769104,0.03271433329659295,0.037364964347094055,0.047402659649391075,0.03672036343418745,-0.01598110876238956,-0.018893595663453874,-0.003943424286932183,0.05919669434441639,-0.006926293897812096,0.0382140009728302,0.038310609595323196,0.040808087674179,0.045668903448346135,0.034241625864422746,0.0506077493404409,0.0443148646455059,0.021704102254351397,0.03520032645929386,0.020024356366144927,0.06250720086936709,0.03902957709318615,0.03362076873965818,0.031139798965914192,0.05853403918776619,1.0,0.053480071996592084,0.05100376509456314,0.06830390077562506,-0.0035071358731437194,0.01431168121277084,0.05409850425585499
goalkeeping_kicking,0.09931395375770623,-0.0008152698109777708,0.01773234410733499,-0.007435995121391089,0.048682051206895546,0.045082921459021735,0.0347976212816179,0.014106306595076739,0.04949808655890447,0.034481183912254965,0.042103984152040794,0.042283978905147096,0.03791967412677102,0.04544640698137849,0.027660915995063744,0.04067717170377283,0.05209562041138906,0.03757952981567301,0.040418481235561195,-0.008507981120562167,-0.005855773708997444,0.014511132947058181,0.05936242265632259,0.0018567483455185702,0.04499385770625214,0.023939269603252825,0.04073833510122662,0.04002944208061301,0.052689040675471394,0.03561842636877573,0.016218782303323367,0.04379268907626443,0.03949151792059312,0.05205567582938348,0.05494324325999176,0.01501859121148054,0.006182887283813292,0.004244422406513481,0.053574976021934596,0.053480071996592084,1.0,0.05892096097159419,0.043107439652187315,0.015779724155018205,0.020121529194896466,0.057300059169475566
goalkeeping_positioning,0.09354117050422861,-0.010854636349853423,0.01362657055222014,-0.027511147081183216,0.028361993269229974,0.03657607136393577,0.01943411659379151,0.028787466304370825,0.04924870112515823,0.02444250388400625,0.020995655486901143,0.03609555384262778,0.033268496009340155,0.027934947617804684,0.011810667538258393,0.02767968518343018,0.03563782802860939,0.039056277695686904,0.02719822044153077,-0.025267529350901166,-0.027288134808181066,0.0014759740947652294,0.04036447478702163,0.0035258743912468557,0.02931294793920562,0.03357562832677695,0.031462762711021997,0.03850330147741142,0.03530306965562025,0.046805489638249244,0.028760994348659242,0.024835264461240104,0.03136141499996054,0.027628746139615367,0.04462177180150491,0.027859097240480368,0.024916010048241087,0.02060314904504947,0.04678772218135221,0.05100376509456314,0.05892096097159419,1.0,0.049979050538715805,-0.0027465060539031395,0.005029873119016703,0.042569230007845266
goalkeeping_reflexes,0.10236333223228367,-0.002935488066703359,0.02168688575378451,-0.016995999649246245,0.027056255336926148,0.030935741229080712,0.01983277973455472,0.027124259575215547,0.052097560777596696,0.028533835081293153,0.02096295069101667,0.03622490529668151,0.028436640862369574,0.02218416771729936,0.013558823356122157,0.029603968378359647,0.029174980451826066,0.024720669610859336,0.024611801260433424,-0.015317394647388334,-0.016794981595216283,0.0021351766414026653,0.04923172557972831,0.0034837259572091626,0.029804582879691222,0.03609493500047616,0.03042647274653259,0.043152460860831056,0.03163818053802676,0.04680197279976278,0.02689449416855626,0.027414004859729176,0.021831074788878364,0.021770883333607972,0.0386202955682537,0.028206782738268356,0.02057120580989501,0.020743375271347883,0.05392623424559601,0.06830390077562506,0.043107439652187315,0.049979050538715805,1.0,0.008008290764234491,0.005466651624474235,0.04423485241087268
value_eur,0.038120382376364045,0.022595591967960276,0.03825282782047921,0.18057246766416946,0.2860199854273542,0.40903494225393555,0.4070282608125671,0.15496922961709575,0.21513171200263484,0.28968392437565554,0.25222792568083546,0.21961161370781185,0.4390569998636595,0.2734748999647975,0.3578874278250558,0.3072092190687749,0.2392130797638118,0.34834687026447714,0.44427317473686295,0.16912137496986074,0.17870673641174972,0.17702206379449517,0.5126088543775085,0.12078692151149267,0.3013218450753036,0.09858915359817003,0.24783957682886562,0.11978826241281106,0.2699682468342362,0.21265810198126844,0.14739358301794392,0.2850601177424238,0.34846692921122546,0.21901762952280604,0.45221427584734564,0.14966381947635843,0.13334560509452129,0.10975845923787245,-0.005935865555199311,-0.0035071358731437194,0.015779724155018205,-0.0027465060539031395,0.008008290764234491,1.0,0.6662348038624084,0.5683908031349311
log_value_eur,0.053122987216308114,0.035417931825300966,0.07417246206676857,0.2999819301464823,0.4484019181230772,0.6472803304816499,0.6613679357109328,0.24784179313680568,0.3645560821145054,0.4635803994410465,0.38766122561073085,0.37106222432834646,0.719691131260533,0.4045251407005923,0.5836962821776338,0.4730770413773192,0.37390676583211924,0.5545847852862742,0.7366699472270808,0.28064449497271093,0.29729308913664365,0.2933857001948835,0.7750569848129547,0.1643012850338435,0.4951084080843749,0.16708983116072404,0.4251242021400161,0.20906822035323383,0.43122287380483904,0.34002726372502773,0.22963422469242603,0.4370642422941261,0.5181826104993514,0.34402730348479743,0.7032285333853883,0.23795918777460215,0.2123050270034205,0.17987516530508452,-0.0020045594451236427,0.01431168121277084,0.020121529194896466,0.005029873119016703,0.005466651624474235,0.6662348038624084,1.0,0.9038115537950828
overall,0.444815293195562,0.060614303619619045,0.1564900425760162,0.17914498742954388,0.47860979082123506,0.7149847699415397,0.6633130552004366,0.34948368782554684,0.5178773565532246,0.5216710809301108,0.39173151114402804,0.4853090784764539,0.7839733396263819,0.4381464608582807,0.5679251162709822,0.5227217448253876,0.4463969610512591,0.6337492947536045,0.7668172537235018,0.16142918728914998,0.18253310810706713,0.24985326203744698,0.874217017263443,0.11696525988751418,0.5593742824565249,0.2591363511486683,0.49612277909577623,0.3469563661334294,0.48102910681739985,0.4733696329703626,0.33211632785117995,0.4570731617438978,0.5522152396684824,0.3915379526105939,0.8123880499791327,0.3436442779270405,0.2930347910318564,0.2558647433833983,0.032180211563109865,0.05409850425585499,0.057300059169475566,0.042569230007845266,0.04423485241087268,0.5683908031349311,0.9038115537950828,1.0
